ticker,exchange,fiscal_month
INRE,US,12
INSM,US,12
INSP,US,12
INSW,US,12
INTA,US,6
INTC,US,12
INTR,US,12
INTU,US,7
INV,US,12
INVA,US,12
INVH,US,12
INVX,US,12
IONQ,US,12
IONS,US,12
IOSP,US,12
IOT,US,1
IOVA,US,12
IP,US,12
IPAR,US,12
IPCX,US,12
IPEU,US,6
IPFX,US,12
IPGP,US,12
IPI,US,12
IPSC,US,12
IQ,US,12
IQI,US,2
IQV,US,12
IR,US,12
IRD,US,12
IRDM,US,12
IREN,US,6
IRHO,US,11
IRM,US,12
IRMD,US,12
IRON,US,12
IRT,US,12
IRTC,US,12
IRWD,US,12
ISBA,US,12
ISPH.F,US,12
ISRG,US,12
ISSC,US,9
ISTR,US,12
IT,US,12
ITFY,US,12
ITG,US,12
ITGR,US,12
ITHA,US,12
ITIC,US,12
ITRI,US,12
ITRN,US,12
ITT,US,12
ITW,US,12
IVR,US,12
IVT,US,12
IVZ,US,12
J,US,9
JACK,US,9
JACS,US,12
JAN,US,12
JANX,US,12
JAZZ,US,12
JBGS,US,12
JBHT,US,12
JBI,US,1
JBIO,US,12
JBL,US,8
JBLU,US,12
JBS,US,12
JBSS,US,6
JBTM,US,12
JCAP,US,12
JCI,US,9
JD,US,12
JEF,US,11
JENA,US,12
JJSF,US,9
JKHY,US,6
JKS,US,12
JLL,US,12
JMIA,US,12
JMSB,US,12
JNJ,US,12
JOBY,US,12
JOE,US,12
JOUT,US,10
JOYY,US,12
JPM,US,12
JXN,US,12
KAI,US,1
KALU,US,12
KARD,US,12
KARO,US,2
KBDC,US,12
KBH,US,11
KBON,US,12
KBR,US,1
KC,US,12
KCAC.U,US,12
KCHV,US,12
KCLI,US,12
KD,US,3
KDK,US,12
KDP,US,12
KE,US,6
KEEL,US,12
KELY.A,US,12
KEX,US,12
KEY,US,12
KEYS,US,10
KEYY,US,12
KFII,US,12
KFRC,US,12
KFY,US,4
KGS,US,12
KHC,US,12
KIDS,US,12
KIM,US,12
KINS,US,12
KKR,US,12
KLAC,US,6
KLAR,US,12
KLC,US,1
KLIC,US,10
KLRA,US,12
KMB,US,12
KMI,US,12
KMPR,US,12
KMT,US,6
KMTS,US,4
KMX,US,2
KN,US,12
KNF,US,12
KNOP,US,12
KNSA,US,12
KNSL,US,12
KNTK,US,12
KNX,US,12
KO,US,12
KOD,US,12
KODK,US,12
KOF,US,12
KOP,US,12
KOPN,US,12
KOS,US,12
KOYN,US,12
KR,US,1
KRAQ,US,12
KRC,US,12
KREF,US,12
KRG,US,12
KRMN,US,12
KRNT,US,12
KRNY,US,6
KRO,US,12
KRP,US,12
KRSP,US,12
KRT,US,12
KRUS,US,8
KRYS,US,12
KSPI,US,12
KSS,US,1
KTB,US,1
KTF,US,11
KTOS,US,12
KURA,US,12
KVUE,US,12
KVYO,US,12
KWR,US,12
KWY,US,12
KYIV,US,12
KYMR,US,12
KYN,US,11
KYTX,US,12
L,US,12
LAB,US,12
LAD,US,12
LADR,US,12
LAES,US,12
LAMR,US,12
LAND,US,12
LASR,US,12
LAUR,US,12
LAZ,US,12
LB,US,12
LBRD.K,US,12
LBRT,US,12
LBRX,US,12
LBTY.A,US,12
LCID,US,12
LCII,US,12
LCLN,US,12
LCTX,US,12
LDOS,US,1
LE,US,1
LEA,US,12
LECO,US,12
LEG,US,12
LEGH,US,12
LEGN,US,12
LEGO,US,12
LEN,US,11
LEO,US,9
LEU,US,12
LEVI,US,11
LFST,US,12
LFTO,US,12
LFUS,US,12
LGIH,US,12
LGN,US,12
LGND,US,12
LH,US,12
LHX,US,1
LI,US,12
LIFE,US,12
LII,US,12
LILA,US,12
LIME,US,12
LIN,US,12
LINC,US,12
LIND,US,12
LINE,US,12
LION,US,12
LITE,US,6
LIVN,US,12
LKFN,US,12
LKNC.Y,US,12
LKQ,US,12
LLY,US,12
LLYV.K,US,12
LMAT,US,12
LMB,US,12
LMND,US,12
LMRI,US,12
LMT,US,12
LNC,US,12
LNG,US,12
LNN,US,8
LNT,US,12
LNTH,US,12
LOAR,US,12
LOB,US,12
LOCO,US,12
LODE,US,12
LOGC,US,12
LOMA,US,12
LOPE,US,12
LOT,US,12
LOW,US,1
LPAA,US,12
LPBB,US,12
LPG,US,3
LPLA,US,12
LPRO,US,12
LPTH,US,6
LPX,US,12
LQDA,US,12
LQDT,US,9
LRCX,US,6
LRMR,US,12
LRN,US,6
LSAK,US,6
LSCC,US,1
LSTR,US,12
LTC,US,12
LTH,US,12
LTUU.U,US,12
LU,US,12
LUCK,US,6
LULU,US,2
LUMN,US,12
LUNR,US,12
LUV,US,12
LUXE,US,6
LVS,US,12
LW,US,5
LWAC,US,12
LWAY,US,12
LWLG,US,12
LX,US,12
LXEO,US,12
LXFR,US,12
LXP,US,12
LXRX,US,12
LXU,US,12
LYB,US,12
LYEL,US,12
LYFT,US,12
LYTS,US,6
LYV,US,12
LZ,US,12
LZB,US,4
LZM,US,12
M,US,1
MA,US,12
MAA,US,12
MAAS,US,6
MAC,US,12
MAGN,US,9
MAIN,US,12
MAIR,US,12
MALG,US,12
MAMA,US,1
MAN,US,12
MANE,US,12
MANH,US,12
MANU,US,6
MAR,US,12
MARA,US,12
MAS,US,12
MASS,US,12
MAT,US,12
MATV,US,12
MATW,US,9
MATX,US,12
MAX,US,12
MAZE,US,12
MBAV,US,12
MBC,US,12
MBGL,US,12
MBI,US,12
MBIN,US,12
MBLY,US,12
MBUU,US,6
MBVI,US,12
MBWM,US,12
MBX,US,12
MC,US,12
MCB,US,12
MCBS,US,12
MCCK,US,12
MCD,US,12
MCDI.F,US,12
MCEM,US,12
MCFT,US,6
MCHB,US,12
MCHP,US,3
MCI,US,12
MCK,US,3
MCO,US,12
MCRI,US,12
MCS,US,12
MCTA,US,3
MCY,US,12
MD,US,12
MDB,US,1
MDGL,US,12
MDLN,US,12
MDLZ,US,12
MDRX,US,12
MDT,US,4
MDU,US,12
MDXG,US,12
MEC,US,12
MEDP,US,12
MEI,US,5
MELI,US,12
MESH,US,12
MET,US,12
META,US,12
METC,US,12
MEVO,US,12
MFA,US,12
MFGI,US,12
MFI,US,12
MFIC,US,12
MFSV,US,12
MG,US,12
MGEE,US,12
MGM,US,12
MGNI,US,12
MGNX,US,12
MGPI,US,12
MGRC,US,12
MGRT,US,9
MGTX,US,12
MGY,US,12
MH,US,3
MHD,US,7
MHK,US,12
MHO,US,12
MIAX,US,12
MIDD,US,1
MIR,US,12
MIRM,US,12
MITK,US,9
MKC,US,11
MKL,US,12
MKSI,US,12
MKTX,US,12
MLAA,US,12
MLAB,US,3
MLCO,US,12
MLI,US,12
MLKN,US,5
MLM,US,12
MLP,US,12
MLR,US,12
MLTX,US,12
MLYS,US,12
MMED,US,4
MMI,US,12
MMM,US,12
MMS,US,9
MMSI,US,12
MMU,US,5
MMYT,US,3
MNDY,US,12
MNKD,US,12
MNPR,US,12
MNR,US,12
MNRO,US,3
MNSO,US,12
MNST,US,12
MNTN,US,12
MO,US,12
MOBI,US,12
MOD,US,3
MOG.A,US,12
MOH,US,12
MOMO,US,12
MORN,US,12
MOS,US,12
MOV,US,1
MP,US,12
MPB,US,12
MPC,US,12
MPLT,US,12
MPLX,US,12
MPT,US,12
MPTI,US,12
MPWR,US,12
MQ,US,12
MRAM,US,12
MRCY,US,6
MRK,US,12
MRLN,US,12
MRNA,US,12
MRP,US,12
MRSH,US,12
MRTN,US,12
MRVI,US,12
MRVL,US,1
MRX,US,12
MS,US,12
MSA,US,12
MSB,US,1
MSBC,US,12
MSBI,US,12
MSBT,US,12
MSC,US,12
MSCI,US,12
MSEX,US,12
MSFT,US,6
MSGE,US,6
MSGS,US,6
MSI,US,12
MSM,US,8
MSTR,US,12
MTAL,US,12
MTB,US,12
MTCH,US,12
MTD,US,12
MTDR,US,12
MTG,US,12
MTH,US,12
MTLS,US,12
MTN,US,7
MTRN,US,12
MTRX,US,6
MTSI,US,10
MTUS,US,12
MTW,US,12
MTX,US,12
MTZ,US,12
MU,US,8
MUA,US,7
MUEL,US,12
MUR,US,12
MUSA,US,12
MUX,US,12
MVBF,US,12
MVST,US,12
MWA,US,9
MWH,US,12
MXF,US,10
MXL,US,12
MYE,US,12
MYFW,US,12
MYGN,US,12
MYRG,US,12
MZTI,US,6
MZYX,US,12
NABL,US,12
NAMS,US,12
NAT,US,12
NATH,US,3
NATL,US,12
NATR,US,12
NAVI,US,12
NAVN,US,1
NB,US,6
NBBK,US,12
NBH,US,10
NBHC,US,12
NBIS,US,12
NBIX,US,12
NBN,US,6
NBR,US,12
NBTB,US,12
NBXG,US,10
NC,US,12
NCDL,US,12
NCLH,US,12
NCMI,US,1
NCNO,US,1
NDAQ,US,12
NDSN,US,10
NE,US,12
NECB,US,12
NEE,US,12
NEGG,US,12
NEM,US,12
NEO,US,12
NEOG,US,5
NESR,US,12
NET,US,12
NEU,US,12
NEWT,US,12
NEXA,US,12
NEXN,US,12
NEXT,US,12
NFBK,US,12
NFG,US,9
NFJ,US,1
NFLX,US,12
NFTN,US,10
NGL,US,3
NGNE,US,12
NGS,US,12
NGVC,US,9
NGVT,US,12
NHC,US,12
NHHS,US,12
NHI,US,12
NHIC,US,12
NHP,US,12
NI,US,12
NIC,US,12
NIKA,US,12
NIO,US,12
NIQ,US,12
NJR,US,9
NKE,US,5
NKLR,US,12
NKTR,US,12
NL,US,12
NLCP,US,12
NLST,US,12
NLY,US,12
NMAX,US,12
NMFC,US,12
NMIH,US,12
NMM,US,12
NMRA,US,12
NMRK,US,12
NN,US,12
NNDM,US,12
NNE,US,9
NNI,US,12
NNN,US,12
NNNN,US,12
NOAH,US,12
NOC,US,12
NODK,US,12
NOG,US,12
NOMD,US,12
NOV,US,12
NOVT,US,12
NOW,US,12
NP,US,12
NPAC,US,12
NPB,US,12
NPCE,US,12
NPK,US,12
NPKI,US,12
NPO,US,12
NRC,US,12
NRDS,US,12
NREF,US,12
NRG,US,12
NRGV,US,12
NRIM,US,12
NRIX,US,11
NRP,US,12
NSA,US,12
NSC,US,12
NSIT,US,12
NSLR,US,12
NSP,US,12
NSSC,US,6
NTAP,US,4
NTB,US,12
NTCT,US,3
NTGR,US,12
NTLA,US,12
NTNX,US,7
NTRA,US,12
NTRS,US,12
NTSK,US,1
NTST,US,12
NU,US,12
NUAI,US,12
NUE,US,12
NUTX,US,12
NUVB,US,12
NUVL,US,12
NVAX,US,12
NVCR,US,12
NVCT,US,12
NVDA,US,1
NVEC,US,3
NVGS,US,12
NVMI,US,12
NVR,US,12
NVRI,US,12
NVST,US,12
NVT,US,12
NVTS,US,12
NWAX,US,12
NWBI,US,12
NWBO,US,12
NWE,US,12
NWFL,US,12
NWL,US,12
NWN,US,12
NWPX,US,12
NWSA,US,6
NX,US,10
NXDR,US,12
NXP,US,3
NXPI,US,12
NXRT,US,12
NXST,US,12
NXT,US,3
NYT,US,12
O,US,12
OABI,US,12
OBA,US,12
OBDC,US,12
OBK,US,12
OBT,US,12
OC,US,12
OCFC,US,12
OCGN,US,12
OCS,US,12
OCSL,US,9
OCTV,US,12
OCUL,US,12
ODC,US,7
ODD,US,12
ODFL,US,12
ODTX,US,12
OEC,US,12
OFG,US,12
OFIX,US,12
OFLX,US,12
OFRM,US,12
OGE,US,12
OGN,US,12
OGS,US,12
OHI,US,12
OI,US,12
OIA,US,2
OICT,US,12
OII,US,12
OIM,US,12
OIO,US,12
OIS,US,12
OKE,US,12
OKLO,US,12
OKTA,US,1
OLED,US,12
OLLI,US,1
OLMA,US,12
OLN,US,12
OLP,US,12
OLPX,US,12
OMC,US,12
OMCL,US,12
OMDA,US,12
OMER,US,12
OMF,US,12
ON,US,12
ONB,US,12
ONC,US,12
ONDS,US,12
ONIT,US,12
ONON,US,12
ONT,US,12
ONTO,US,1
OOMA,US,1
OPCH,US,12
OPEN,US,12
OPFI,US,12
OPI,US,12
OPK,US,12
OPLN,US,12
OPRA,US,12
OPTU,US,12
OPTX,US,12
OPY,US,12
ORA,US,12
ORC,US,12
ORCL,US,5
ORGO,US,12
ORI,US,12
ORIC,US,12
ORKA,US,12
ORLY,US,12
ORN,US,12
ORRF,US,12
OSBC,US,12
OSCR,US,12
OSIS,US,6
OSK,US,12
OSPN,US,12
OSPR.U,US,12
OSS,US,12
OSUR,US,12
OSW,US,12
OTCM,US,12
OTEX,US,6
OTF,US,12
OTGA,US,12
OTIS,US,12
OTLY,US,12
OTTR,US,12
OUST,US,12
OUT,US,12
OVID,US,12
OVV,US,12
OWL,US,12
OWLS,US,12
OXLC,US,3
OXM,US,1
OXY,US,12
OYSE,US,12
OZK,US,12
P,US,2
PAA,US,12
PACB,US,12
PACH,US,12
PACK,US,12
PACS,US,12
PAG,US,12
PAGP,US,12
PAGS,US,12
PAHC,US,6
PALI,US,12
PANL,US,12
PANW,US,7
PAR,US,12
PARR,US,12
PATH,US,1
PATK,US,12
PAX,US,12
PAY,US,12
PAYC,US,12
PAYO,US,12
PAYP,US,3
PAYS,US,12
PAYX,US,8
PB,US,12
PBAM,US,12
PBF,US,12
PBFS,US,12
PBH,US,3
PBI,US,12
PBLS,US,12
PBT,US,12
PBYI,US,12
PCAP,US,12
PCAR,US,12
PCB,US,12
PCG,US,12
PCOR,US,12
PCRX,US,12
PCT,US,12
PCTY,US,6
PCVX,US,12
PD,US,1
PDD,US,12
PDFS,US,12
PDLB,US,12
PDM,US,12
PEB,US,12
PEBO,US,12
PECO,US,12
PEG,US,12
PEGA,US,12
PEN,US,12
PENG,US,8
PENN,US,12
PEO,US,12
PEP,US,12
PERI,US,12
PESI,US,12
PFBC,US,12
PFE,US,12
PFG,US,12
PFGC,US,6
PFIS,US,12
PFLT,US,9
PFS,US,12
PFSI,US,12
PG,US,6
PGC,US,12
PGEN,US,12
PGNY,US,12
PGR,US,12
PGY,US,12
PH,US,6
PHAT,US,12
PHIG,US,12
PHIN,US,12
PHM,US,12
PHOE,US,3
PHR,US,1
PHVS,US,12
PHYM.F,US,12
PHYS,US,12
PI,US,12
PICS,US,12
PII,US,12
PINE,US,12
PINS,US,12
PIPR,US,12
PJT,US,12
PK,US,12
PKBK,US,12
PKE,US,3
PKG,US,12
PKOH,US,12
PL,US,1
PLAB,US,10
PLAY,US,2
PLBC,US,12
PLBL,US,12
PLD,US,12
PLGO,US,12
PLMR,US,12
PLNT,US,12
PLOW,US,12
PLPC,US,12
PLSE,US,12
PLTK,US,12
PLTR,US,12
PLTS,US,9
PLUG,US,12
PLUS,US,3
PLWN,US,12
PLXS,US,9
PM,US,12
PMO,US,4
PMT,US,12
PMTR,US,12
PNC,US,12
PNFP,US,12
PNR,US,12
PNRG,US,12
PNTG,US,12
PNW,US,12
PODD,US,12
POET,US,12
POLE,US,12
PONO,US,12
PONY,US,12
POOL,US,12
POR,US,12
POST,US,9
POWI,US,12
POWL,US,9
PPC,US,12
PPG,US,12
PPL,US,12
PPLI,US,12
PPT,US,7
PR,US,12
PRAA,US,12
PRAX,US,12
PRBG,US,12
PRCH,US,12
PRCT,US,12
PRDO,US,12
PRG,US,12
PRGO,US,12
PRGS,US,11
PRI,US,12
PRIM,US,12
PRK,US,12
PRKS,US,12
PRLB,US,12
PRLD,US,12
PRM,US,12
PRMB,US,12
PRME,US,12
PROK,US,12
PRSU,US,12
PRTA,US,12
PRTH,US,12
PRU,US,12
PRVA,US,12
PS,US,12
PSA,US,12
PSBD,US,12
PSEC,US,6
PSFE,US,12
PSIX,US,12
PSKY,US,12
PSLV,US,12
PSMT,US,8
PSN,US,12
PSNL,US,12
PSNY,US,12
PSQ,US,12
PSTL,US,12
PSUS,US,12
PSX,US,12
PTC,US,9
PTCT,US,12
PTEN,US,12
PTGX,US,12
PTLO,US,12
PTON,US,6
PTOR,US,12
PTRN,US,12
PUBM,US,12
PUMP,US,12
PURR,US,12
PVH,US,2
PVLA,US,12
PWP,US,12
PWR,US,12
PWRL,US,12
PXED,US,8
PYPL,US,12
PZZA,US,12
Q,US,12
QBTS,US,12
QCOM,US,9
QCRH,US,12
QDEL,US,12
QFIN,US,12
QGEN,US,12
QLD,US,12
QLYS,US,12
QMCO,US,3
QMMM,US,9
QNST,US,6
QNT,US,12
QQQX,US,12
QRVO,US,3
QS,US,12
QSR,US,12
QTWO,US,12
QUAD,US,12
QUBT,US,12
QURE,US,12
QXO,US,12
R,US,12
RAAQ,US,12
RAC.U,US,12
RAJA.F,US,12
RAL,US,12
RAMP,US,3
RAPP,US,12
RARE,US,12
RBA,US,12
RBB,US,12
RBBN,US,12
RBC,US,3
RBCA.A,US,12
RBLX,US,12
RBRK,US,1
RBTK,US,12
RCAT,US,12
RCBC,US,12
RCKT,US,12
RCKY,US,12
RCL,US,12
RCUS,US,12
RDAG,US,12
RDDT,US,12
RDN,US,12
RDNT,US,12
RDVT,US,12
RDW,US,12
RDWR,US,12
REAL,US,12
REAX,US,12
REG,US,12
REGN,US,12
RELY,US,12
REPL,US,3
REPX,US,12
RERE,US,12
RES,US,12
REX,US,1
REXR,US,12
REYN,US,12
REZI,US,12
RF,US,12
RFI,US,12
RGA,US,12
RGC,US,6
RGEN,US,12
RGLD,US,12
RGNX,US,12
RGR,US,12
RGTI,US,12
RH,US,1
RHI,US,12
RHLD,US,12
RHNO,US,12
RHP,US,12
RIG,US,12
RIGL,US,12
RIOT,US,12
RITM,US,12
RIVN,US,12
RJET,US,12
RJF,US,9
RKLB,US,12
RKT,US,12
RL,US,3
RLAY,US,12
RLGT,US,6
RLI,US,12
RLJ,US,12
RLMD,US,12
RLX,US,12
RM,US,12
RMBS,US,12
RMD,US,6
RMIX,US,12
RMNI,US,12
RMR,US,9
RMT,US,12
RNAC,US,12
RNG,US,12
RNGR,US,12
RNGT,US,12
RNR,US,12
RNST,US,12
RNW,US,3
ROAD,US,9
ROCK,US,12
ROG,US,12
ROIV,US,3
ROK,US,9
ROKU,US,12
ROL,US,12
ROM,US,12
ROMA,US,3
ROOT,US,12
ROP,US,12
ROST,US,1
RPAY,US,12
RPC,US,12
RPD,US,12
RPM,US,5
RPRX,US,12
RQI,US,12
RR,US,9
RRBI,US,12
RRC,US,12
RREV,US,12
RRR,US,12
RRX,US,12
RS,US,12
RSG,US,12
RSI,US,12
RSKD,US,12
RSVR,US,3
RTAC,US,12
RTB,US,12
RTX,US,12
RUM,US,12
RUN,US,12
RUSH.A,US,12
RVLV,US,12
RVMD,US,12
RVRF,US,12
RVT,US,12
RVTY,US,12
RWT,US,12
RWWI,US,6
RXO,US,12
RXRX,US,12
RXT,US,12
RYAM,US,12
RYAN,US,12
RYN,US,12
RYTM,US,12
RYZ,US,12
RZLT,US,6
RZLV,US,12
S,US,1
SAAQ,US,12
SABR,US,12
SABS,US,12
SAC,US,12
SAFE,US,12
SAFT,US,12
SAH,US,12
SAIA,US,12
SAIC,US,1
SAIL,US,1
SAM,US,12
SANA,US,12
SANM,US,9
SAR,US,2
SARO,US,12
SATL,US,12
SB,US,12
SBAC,US,12
SBC,US,12
SBCF,US,12
SBET,US,12
SBGI,US,12
SBH,US,9
SBLK,US,12
SBNC,US,12
SBR,US,12
SBRA,US,12
SBSI,US,12
SBUX,US,9
SBXE,US,12
SCCO,US,12
SCHL,US,5
SCHW,US,12
SCI,US,12
SCL,US,12
SCO,US,12
SCPJ,US,6
SCSC,US,6
SCTH,US,12
SD,US,12
SDGR,US,12
SDHI,US,12
SDRL,US,12
SDS,US,12
SE,US,12
SEAN,US,12
SEB,US,12
SECZ,US,12
SEDG,US,12
SEG,US,12
SEI,US,12
SEIC,US,12
SEMU.F,US,12
SENE.A,US,12
SEPN,US,12
SERV,US,12
SES,US,12
SEZL,US,12
SF,US,12
SFBS,US,12
SFD,US,12
SFIX,US,8
SFL,US,12
SFM,US,12
SFNC,US,12
SFST,US,12
SG,US,12
SGHC,US,12
SGI,US,12
SGLA,US,6
SGML,US,12
SGMT,US,12
SGP,US,12
SGRY,US,12
SGU,US,9
SH,US,12
SHAK,US,12
SHAZ,US,12
SHBI,US,12
SHC,US,12
SHEN,US,12
SHIP,US,12
SHLS,US,12
SHO,US,12
SHOE,US,1
SHOO,US,12
SHOP,US,12
SHW,US,12
SI,US,12
SIBN,US,12
SIFY,US,3
SIG,US,1
SIGI,US,12
SIM,US,12
SIMO,US,12
SIND,US,12
SION,US,12
SIRI,US,12
SITE,US,12
SITM,US,12
SJM,US,4
SKT,US,12
SKWD,US,12
SKY,US,3
SKYC,US,3
SKYH,US,12
SKYT,US,12
SKYW,US,12
SLAB,US,1
SLB,US,12
SLBT,US,12
SLDB,US,12
SLDE,US,12
SLDP,US,12
SLG,US,12
SLGN,US,12
SLM,US,12
SLN,US,12
SLP,US,8
SLRC,US,12
SLS,US,12
SLV,US,12
SLVM,US,12
SM,US,12
SMA,US,12
SMBC,US,6
SMBK,US,12
SMC,US,12
SMCI,US,6
SMG,US,9
SMMT,US,12
SMP,US,12
SMPL,US,8
SMR,US,12
SMTC,US,1
SMWB,US,12
SN,US,12
SNA,US,1
SNAP,US,12
SNDA,US,12
SNDK,US,6
SNDL,US,12
SNDR,US,12
SNDX,US,12
SNEX,US,9
SNLC,US,12
SNOW,US,1
SNPS,US,10
SNX,US,11
SO,US,12
SOC,US,12
SOFI,US,12
SOHU,US,12
SOLS,US,12
SOLV,US,12
SON,US,12
SONO,US,9
SOPH,US,12
SOR,US,12
SORN,US,12
SOUL,US,12
SOUN,US,12
SPB,US,9
SPCX,US,12
SPFI,US,12
SPG,US,12
SPGI,US,12
SPH,US,9
SPHR,US,12
SPIR,US,12
SPNT,US,12
SPOT,US,12
SPPP,US,12
SPRY,US,12
SPSC,US,12
SPT,US,12
SPTX,US,12
SPXC,US,12
SPXU,US,12
SPXX,US,12
SPYU,US,12
SQM,US,12
SQQQ,US,12
SR,US,9
SRAD,US,12
SRCE,US,12
SRE,US,12
SRPT,US,12
SRRK,US,12
SRTA,US,12
SRV,US,12
SSB,US,12
SSD,US,12
SSII,US,12
SSMR,US,12
SSNC,US,12
SSO,US,12
SSTK,US,12
SSYS,US,12
ST,US,12
STAA,US,1
STAG,US,12
STBA,US,12
STC,US,12
STE,US,3
STEL,US,12
STEP,US,3
STEW,US,11
STGW,US,12
STLD,US,12
STNE,US,12
STNG,US,12
STOK,US,12
STRA,US,12
STRL,US,12
STRO,US,12
STRT,US,6
STRZ,US,12
STT,US,12
STTK,US,12
STUB,US,12
STVN,US,12
STWD,US,12
STX,US,6
STZ,US,2
SUI,US,12
SUN,US,12
SUNB,US,4
SUNC,US,12
SUPN,US,12
SUPX,US,6
SVAQ,US,12
SVC,US,12
SVCO,US,12
SVIV,US,12
SVMB,US,2
SVRA,US,12
SVV,US,1
SW,US,12
SWBI,US,4
SWDR,US,12
SWIM,US,12
SWK,US,1
SWKS,US,10
SWMR,US,12
SWRD,US,12
SWX,US,12
SXC,US,12
SXI,US,6
SXT,US,12
SYBT,US,12
SYF,US,12
SYK,US,12
SYM,US,9
SYNA,US,6
SYRE,US,12
SYY,US,6
SZZL,US,12
T,US,12
TACH,US,12
TACO,US,12
TAL,US,2
TALK,US,12
TALO,US,12
TAP,US,12
TARS,US,12
TASK,US,12
TATT,US,12
TBBB,US,12
TBBK,US,12
TBLA,US,12
TBLD,US,9
TBPH,US,12
TBRG,US,12
TCBI,US,12
TCBK,US,12
TCBX,US,12
TCGL.F,US,12
TCI,US,12
TCMD,US,12
TCOM,US,12
TDAY,US,12
TDC,US,12
TDG,US,9
TDOC,US,12
TDS,US,12
TDUP,US,12
TDW,US,12
TDY,US,12
TE,US,12
TEAM,US,6
TECH,US,6
TECX,US,12
TEL,US,9
TEM,US,12
TEN,US,12
TENB,US,12
TENX,US,12
TER,US,12
TEVA,US,12
TEX,US,12
TFC,US,12
TFIN,US,12
TFSL,US,9
TFX,US,12
TGLS,US,12
TGT,US,1
TGTX,US,12
TH,US,12
THC,US,12
THFF,US,12
THG,US,12
THO,US,7
THRM,US,12
THVB,US,12
TIC,US,12
TIGO,US,12
TIGR,US,12
TILE,US,12
TIPT,US,12
TITN,US,1
TJX,US,1
TK,US,12
TKNO,US,12
TKO,US,12
TKR,US,12
TLN,US,12
TLNC,US,12
TLRY,US,5
TLS,US,12
TMC,US,12
TMCR,US,12
TMDX,US,12
TME,US,12
TMHC,US,12
TMO,US,12
TMP,US,12
TMS,US,12
TMTS,US,12
TMUS,US,12
TNC,US,12
TNDM,US,12
TNET,US,12
TNGX,US,12
TNGY,US,12
TNK,US,12
TNL,US,12
TOI,US,12
TOL,US,10
TOST,US,12
TOWN,US,12
TPB,US,12
TPC,US,12
TPG,US,12
TPL,US,12
TPR,US,6
TQQQ,US,12
TR,US,12
TRAX,US,12
TRC,US,12
TREE,US,12
TREX,US,12
TRGP,US,12
TRIN,US,12
TRIP,US,12
TRLV,US,12
TRMB,US,1
TRMK,US,12
TRN,US,12
TRNO,US,12
TRNS,US,3
TRON,US,12
TROW,US,12
TROX,US,12
TRS,US,12
TRST,US,12
TRTX,US,12
TRU,US,12
TRUP,US,12
TRV,US,12
TRVG,US,12
TRVI,US,12
TSAT,US,12
TSBK,US,9
TSCO,US,12
TSEM,US,12
TSHA,US,12
TSLA,US,12
TSLX,US,12
TSN,US,9
TSSI,US,12
TT,US,12
TTAM,US,12
TTAN,US,1
TTC,US,10
TTD,US,12
TTEK,US,9
TTI,US,12
TTMI,US,12
TTWO,US,3
TUYA,US,12
TVA,US,12
TVTX,US,12
TW,US,12
TWFG,US,12
TWI,US,12
TWIN,US,6
TWLO,US,12
TWN,US,8
TWO,US,12
TWST,US,9
TX,US,12
TXG,US,12
TXN,US,12
TXNM,US,12
TXO,US,12
TXRH,US,12
TXT,US,1
TY,US,12
TYG,US,11
TYID.Y,US,12
TYL,US,12
TYRA,US,12
U,US,12
UAA,US,3
UAL,US,12
UAMY,US,12
UAN,US,12
UBER,US,12
UBSI,US,12
UCB,US,12
UCO,US,12
UCTT,US,12
UDOW,US,12
UDR,US,12
UE,US,12
UEC,US,7
UFCS,US,12
UFPI,US,12
UFPT,US,12
UGI,US,9
UGL,US,12
UHAL,US,3
UHS,US,12
UHT,US,12
UI,US,6
ULCC,US,12
ULH,US,12
ULS,US,12
ULTA,US,1
UMAC,US,12
UMBF,US,12
UMH,US,12
UNF,US,8
UNFI,US,8
UNH,US,12
UNIT,US,12
UNM,US,12
UNP,US,12
UNTC,US,12
UNTY,US,12
UP,US,12
UPB,US,12
UPBD,US,12
UPRO,US,12
UPS,US,12
UPST,US,12
UPWK,US,12
URBN,US,1
URGN,US,12
URI,US,12
URTY,US,12
USAC,US,12
USAR,US,12
USB,US,12
USCB,US,12
USD,US,12
USFD,US,12
USLM,US,12
USNA,US,1
USPH,US,12
UTF,US,12
UTHR,US,12
UTI,US,9
UTL,US,12
UTZ,US,12
UVE,US,12
UVSP,US,12
UVV,US,3
UWMC,US,12
UXIN,US,12
UYG,US,12
V,US,9
VAC,US,12
VACI,US,12
VAL,US,12
VALU,US,4
VC,US,12
VCEL,US,12
VCTR,US,12
VCV,US,2
VCX,US,12
VCYT,US,12
VECO,US,12
VEEV,US,1
VEL,US,12
VELO,US,12
VEON,US,12
VERA,US,12
VERX,US,12
VFC,US,3
VFS,US,12
VG,US,12
VGM,US,2
VGNT,US,12
VHCP,US,12
VHI,US,12
VIA,US,12
VIAV,US,6
VICI,US,12
VICR,US,12
VIK,US,12
VINP,US,12
VIPS,US,12
VIR,US,12
VIRT,US,12
VISN,US,12
VITL,US,12
VKI,US,2
VKQ,US,2
VKTX,US,12
VLGE.A,US,12
VLNT,US,12
VLO,US,12
VLTO,US,12
VLY,US,12
VMC,US,12
VMD,US,12
VMI,US,12
VMO,US,2
VNDA,US,12
VNET,US,12
VNO,US,12
VNOM,US,12
VNT,US,12
VOR,US,12
VOYA,US,12
VOYG,US,12
